19185 2.59029e+07
1427 13623 385.97
1428 9413 717.414
1429 11599 3515.03
1429 11601 6327.01
1430 12941 989.412
1431 15780 222.544
1432 8473 1134.39
1433 6330 1813.68
1434 5062 1445.52
1435 3427 2262.12
1436 8123 466.73
1436 8124 431.761
1437 13700 553.631
1438 15237 9.429
1438 6335 61.227
1439 15904 189.411
1440 8770 130.505
1441 11446 463.294
1442 5812 891.826
1443 13510 1062.49
1444 8939 2426.21
1445 11947 9456.22
1446 450 480.729
1446 3478 950.667
1446 332 733.789
1447 5984 1314.62
1448 18340 600.91
1449 14936 379.632
1451 8636 4931.54
1452 10712 2533.88
1453 11441 875.82
1454 1126 101.893
1455 3947 257.348
1456 1672 4126.92
1457 2261 840.459
1458 3194 1022.15
1459 5548 196.919
1460 11344 3211.22
1461 16707 1286.79
1462 4647 3908.36
1463 15656 44.317
1464 6383 249.374
1465 14885 614.905
1466 5244 231.258
1467 4971 4190.75
1468 3733 298.699
1469 10681 128.69
1470 7581 195.821
1471 4090 962.025
1472 7287 602.433
1473 6130 262.249
1474 11156 271.455
1475 13780 74.351
1476 1227 632.628
1477 14170 205.84
1477 15897 498.492
1478 17664 135.828
1478 13738 657.923
1479 7134 331.169
1481 13065 3095.38
1482 12084 390.287
1483 4746 22.187
1484 7552 4015.87
1485 1175 4605.93
1486 5118 525.662
1487 11018 3286.51
1488 10242 1255.75
1489 3952 2847.33
1490 17125 2209.35
1491 12530 318.725
1492 9679 2256.3
1494 15591 373.318
1495 18532 3442.02
1496 17221 71.957
1497 5783 1729.44
1498 105 126.023
1499 5592 50.268
1500 13860 3951.44
1501 17978 1690.81
1502 1730 282.378
1503 4501 2824.07
1504 10359 1619.65
1505 9069 1666.69
1506 7241 102.955
1507 9552 711.214
1508 16667 695.079
1509 10691 272.422
1510 4500 7802.77
1511 4874 1621.34
1511 7783 162.752
1512 7243 1479.6
1514 10891 6873.94
1515 5058 34.2
1516 16026 455.116
1517 5697 215.132
1518 14720 129.908
1519 18078 651.979
1520 3749 493.175
1521 596 2489.55
1522 15626 282.287
1523 15555 1054.06
1524 6581 93.626
1525 9459 2013.68
1525 3514 762.377
1526 11793 6820.18
1527 16804 291.595
1528 391 139.111
1528 17936 235.784
1529 13614 491.741
1530 17532 62.621
1530 14705 75.636
1531 4608 9519.57
1532 1160 4980.59
1533 9434 210.3
1534 2824 764.64
1534 9021 53.903
1535 1208 641.721
1535 13889 154.233
1536 4550 2187.82
1537 7042 9470.56
1538 14782 9044.81
1539 11175 2795.8
1540 6521 194.627
1540 15914 19.416
1541 784 2686.12
1542 6791 254.204
1543 10668 705.594
1544 7945 5749.77
1545 12034 1616.4
1546 13020 2232.51
1547 5138 1680.8
1548 17997 313.563
1549 5145 9189.45
1550 8908 260.485
1550 784 441.954
1551 18610 71.932
1552 14966 657.089
1553 17696 6409.18
1554 1147 1107.91
1555 3466 316.172
1556 16947 639.126
1557 13931 2.391
1558 5034 5026.07
1559 6732 2.97
1560 10361 131.485
1561 5651 214.557
1562 5607 2839.28
1564 9387 26.333
1565 3382 825.383
1566 4655 218.105
1567 1758 443.68
1567 11743 316.285
1568 14427 552.947
1569 14360 977.253
1570 1156 102.191
1571 1379 6902.43
1572 6044 95.622
1573 9780 1168.71
1575 2155 990.313
1576 9998 246.181
1576 17833 244.223
1577 10710 310.407
1578 1557 621.335
1579 11020 28.417
1580 12440 204.303
1582 14314 5664.41
1583 15699 116.337
1584 1338 90.108
1585 14081 710.999
1585 12929 2013.13
1585 5167 1238.1
1585 8274 105.461
1586 16864 3482.94
1587 1311 1406.73
1589 17560 2165.48
1590 11402 3534.82
1591 8499 2067.78
1592 7704 2402.05
1593 2194 2.883
1594 12089 4750.36
1595 17170 84.853
1597 11201 8674.35
1598 17646 264.901
1598 12548 616.705
1599 9344 1259.83
1600 6603 182.68
1601 165 231.879
1602 4605 694.015
1603 6462 1860.04
1605 641 410.059
1607 14354 2289.67
1609 3056 731.564
1610 15988 139.031
1610 4473 6.301
1611 18307 30.228
1612 4659 226.549
1613 2109 60.715
1613 9890 138.098
1614 18232 285.573
1615 5975 68.959
1616 13907 51.726
1616 272 247.35
1617 1692 256.937
1618 3763 279.709
1619 4081 1187.1
1620 14832 24.852
1622 6727 4039.58
1623 13674 677.77
1624 8799 9349.23
1626 12406 2411.1
1626 9905 627.154
1627 4969 510.316
1628 16528 512.809
1629 12134 1219.68
1630 18733 232.598
1631 15992 243.76
1632 1784 1017.37
1633 14499 372.183
1634 14075 4694.24
1635 12782 593.49
1636 6394 111.27
1637 15231 259.906
1637 12766 42.617
1638 5418 1070.55
1639 6376 206.213
1639 6580 1351.66
1641 3896 67.399
1642 6899 1376.33
1643 6020 4750.06
1645 14850 2315.16
1646 2050 972.349
1647 16680 234.027
1648 9172 7.244
1648 3180 299.543
1649 16349 238.188
1650 5122 1482.38
1651 6046 100.157
1652 13894 993.551
1652 9879 1054.05
1653 4227 544.963
1654 14808 170.743
1655 14483 172.344
1656 4319 1897.51
1657 13738 310.309
1658 18311 23.214
1659 18384 47.012
1659 17799 92.803
1659 10538 138.043
1660 3432 1442.49
1661 8771 97.47
1662 4665 1686.52
1663 8633 8091.58
1664 1700 1107.26
1664 1413 2509.79
1665 7953 609.975
1666 12457 33.399
1667 7771 1218.21
1668 8368 1870.28
1669 10355 117.067
1670 13070 372.346
1671 9955 964.801
1672 6545 1802.86
1672 15328 1298.91
1673 9181 159.324
1675 14534 551.878
1676 9890 250.948
1677 2745 2858.16
1678 12816 2081
1680 17021 6363.18
1681 9467 26.911
1681 6013 60.575
1682 3762 1054.55
1684 14086 107.894
1685 13860 157.457
1686 9088 246.641
1688 2073 894.104
1689 2117 5180.44
1690 12474 66.74
1690 11486 35.598
1691 4799 745.83
1692 6179 550.198
1694 6796 102.406
1696 13234 1923.45
1697 2906 79.531
1698 10344 8.233
1701 16701 1427.63
1702 18267 422.787
1703 16105 4223.02
1704 13134 711.707
1705 14324 1136.38
1707 1718 1023.5
1708 11076 50.563
1709 845 101.061
1709 10891 161.705
1710 17411 1570.36
1711 4886 696.238
1712 7439 7.604
1713 3293 7316.75
1715 16856 1257.71
1716 2904 233.746
1717 1455 260.441
1719 9388 2411.72
1720 11064 381.911
1721 704 3202.16
1722 13919 382.842
1722 11544 1268.59
1723 10349 268.135
1724 14862 578.414
1725 2545 901.24
1726 10693 5890.74
1727 12026 500.175
1727 12535 3591.33
1728 4356 1343.03
1729 15534 37.854
1729 4502 7.111
1730 14396 4.236
1730 4931 5.539
1731 76 336.285
1732 3002 1417.1
1733 9576 139.684
1734 17411 49.486
1735 6768 1251.83
1737 4524 46.708
1738 3186 583.869
1739 12941 118.49
1740 13830 4405.08
1741 2696 18.008
1742 16958 4311.24
1743 8822 1480.49
1744 16039 1033.05
1744 9475 4363.1
1745 5594 270.802
1746 16894 223.992
1747 12459 207.411
1748 4841 51.135
1748 10415 73.774
1749 9072 485.066
1750 9463 134.922
1750 12684 208.914
1751 2596 817.069
1752 14318 470.136
1754 5670 30.621
1755 12852 131.227
1756 12670 122.061
1757 17243 466.696
1758 3760 397.525
1760 2196 390.235
1761 15919 518.127
1762 17381 1662.47
1763 16455 115.476
1764 2769 2563.33
1765 9254 1677.99
1767 16973 2933.43
1768 9378 1107.3
1771 13289 4943.17
1772 2750 2417.7
1774 8176 4384.56
1775 5735 7.438
1777 9601 447.294
1779 14115 8290.52
1780 3717 137.257
1780 14603 67.817
1781 14434 869.038
1782 11948 150.847
1783 14142 783.98
1784 1014 298.06
1785 17264 9.208
1785 4853 50.353
1785 2206 4.079
1786 16243 772.183
1787 3468 3943.61
1788 15748 78.429
1789 4547 122.557
1789 13092 124.123
1791 15163 550.18
1792 7771 603.254
1793 2261 541.567
1794 2986 430.188
1795 6555 35.141
1796 17456 26.305
1797 850 450.503
1798 1460 348.899
1798 745 1222.59
1799 1841 26.822
1800 14572 2457.03
1801 17244 85.134
1802 5090 107.393
1802 9197 51.434
1803 903 3853.85
1804 5476 3288.77
1806 4088 466.594
1807 548 6253.32
1808 13470 316.812
1809 13911 57.415
1810 16602 229.864
1811 1508 2946.28
1812 13465 883.229
1813 5767 449.056
1814 6181 861.132
1815 1736 310.262
1816 3300 102.578
1817 10474 287.824
1818 15611 2479.91
1820 10626 194.366
1820 13656 589.843
1821 17960 6113.16
1822 12741 1366.2
1823 8834 502.533
1824 3039 5413.61
1825 15622 182.751
1827 1144 8443.54
1828 11425 50.777
1830 8372 126.412
1831 17361 92.344
1832 12915 540.799
1833 5073 632.168
1834 9807 255.848
1835 11233 1261.37
1836 16503 5065
1837 9822 8.815
1838 5223 469.244
1839 16725 1647.51
1840 4139 43.887
1840 9745 56.259
1841 851 71.361
1843 10656 139.479
1844 9768 1414.1
1845 15127 5842.91
1846 990 507.955
1847 16591 1165.44
1848 7937 180.104
1849 17504 3621.26
1850 12251 119.906
1851 5402 4870.12
1852 12234 883.694
1854 13327 5606.07
1855 18746 400.972
1856 5205 607.91
1857 3352 458.54
1858 14146 90.015
1859 10588 117.403
1860 15591 7417.33
1861 4625 12.778
1862 11610 1280.9
1863 1690 8616.43
1864 6682 1332.14
1865 6014 1011.92
1866 264 111.347
1867 4191 904.73
1868 1263 1054.03
1869 10138 13.474
1870 6732 222.651
1871 7281 1192.1
1872 15449 3294.3
1873 16497 250.788
1874 1250 71.316
1875 11393 158.283
1876 10248 267.786
1877 5550 1153.49
1879 6094 636.208
1879 3057 453.455
1880 17052 266.15
1881 14720 57.548
1882 15854 7020.3
1883 1195 421.927
1884 4983 4548.07
1885 7081 154.997
1889 18464 267.889
1889 14389 114.651
1889 8893 120.336
1889 12440 71.234
1889 8360 234.538
1890 16679 528.208
1891 11850 98.653
1891 15626 117.368
1892 13738 3356.05
1893 5997 1967.74
1894 16480 3537.34
1895 5246 66.975
1896 7987 5918.04
1897 2543 320.58
1898 16855 3450.09
1899 294 4218.74
1901 6525 5420.01
1902 7754 8782.22
1903 7854 2359.67
1904 17837 549.432
1906 18428 4417.82
1907 18036 276.755
1908 11022 5052.21
1909 9749 4124.53
1910 10561 4811.01
1911 1897 243.481
1912 10150 626.217
1913 7057 4211.75
1914 10657 243.275
1915 9698 2278.76
1916 9397 11.567
1917 7826 365.239
1918 11716 381.146
1919 5576 3825.21
1921 16301 105.661
1922 4229 380.457
1922 3465 491.024
1923 14189 40.78
1924 16989 248.066
1925 2304 897.771
1926 15646 187.733
1927 6111 1866.58
1928 4847 189.367
1928 16647 566.17
1928 6135 3159.18
1929 5932 1286.52
1929 16399 3843.44
1930 14700 875.426
1931 9432 68.364
1932 13977 247.635
1933 9282 2386.78
1934 9949 495.793
1936 13281 28.927
1937 3753 13.36
1938 1359 130.09
1939 167 2307.15
1940 747 167.934
1941 5647 146.863
1941 11218 19.757
1941 12512 193.376
1942 2271 3828.14
1944 9652 727.557
1945 5844 128.378
1946 12242 637.959
1946 3413 1368.06
1947 914 979.496
1948 1079 1635.83
1949 11188 512.718
1950 11830 254.361
1950 8558 201.246
1951 9633 348.96
1952 3102 325.419
1953 8775 35.869
1954 13480 47.963
1955 5173 44.281
1957 5213 677.03
1958 10143 264.068
1960 4714 2571.06
1961 17918 849.295
1962 17285 1205.9
1964 6488 151.042
1965 973 601.121
1966 10928 762.474
1967 13301 96.903
1968 2105 1072.55
1969 2656 850.18
1970 5545 916.719
1971 3721 1335.52
1971 2104 582.463
1973 7809 1939.14
1974 17413 1528.29
1975 12471 668
1976 18585 4713.57
1978 5063 5.79
1978 14720 7.827
1979 12539 3325.29
1980 7489 200.246
1981 9269 777.627
1982 2384 6415.47
1983 8633 1318.48
1984 6666 1164.32
1985 17633 54.316
1985 3025 11.075
1986 1512 1400.05
1987 16521 4844.87
1988 2313 4848.96
1989 2394 2559.47
1990 3350 81.437
1991 6447 249.456
1992 10486 34.483
1993 10659 138.662
1994 2817 50.137
1994 18732 22.823
1995 11305 6412.97
1996 1998 478.037
1997 321 441.832
1999 7723 2666.93
2000 15718 73.439
2000 11985 33.525
2000 13255 67.182
2002 8003 3765.25
2003 14223 243.925
2003 14609 24.219
2004 17108 3118.18
2005 18495 134.123
2006 10009 2.144
2007 17748 3171.42
2009 13835 159.371
2010 4220 15.037
2011 8210 83.52
2011 6394 86.389
2012 12383 6483.89
2013 12680 4136.19
2015 15852 296.569
2016 12537 356.188
2017 10957 144.248
2018 7299 90.047
2019 2321 1333.71
2019 621 1450.63
2021 6235 563.135
2022 11696 81.601
2023 2045 1587.88
2024 13244 176.81
2025 8314 5766.59
2026 7775 136.941
2027 3386 40.411
2027 12946 73.586
2029 14901 244.576
2030 15299 33.648
2030 6809 0.297
2031 10715 5.318
2032 8117 113.253
2032 17156 6.277
2033 16378 415.05
2035 11841 352.692
2036 4309 1013.21
2037 12138 1950.53
2038 8378 5265.18
2040 7299 1801.86
2041 4167 1342.86
2042 13932 259.835
2043 4895 11.281
2043 18185 109.135
2044 15221 607.2
2044 17819 526.588
2045 9576 157.55
2046 2458 482.506
2047 1417 3051.56
2048 10296 46.312
2049 12830 494.676
2050 16525 39.609
2051 2504 2049.51
2052 6673 7.254
2053 1579 1565.62
2054 16724 1679.95
2055 4508 371.389
2057 5549 617.225
2058 11319 81.93
2059 11576 124.859
2060 14082 4733.28
2061 14189 105.439
2062 17572 1250.4
2063 5587 1358.67
2064 8226 201.519
2065 9235 1365.49
2066 9409 205.592
2067 6888 104.381
2067 9741 115.971
2068 4044 869.761
2068 1703 4337.51
2069 1881 297.621
2070 5709 7879.69
2071 18460 96.892
2071 2053 150.747
2073 1170 184.262
2074 9133 1077.52
2076 15632 173.888
2077 17156 85.625
2078 6922 1998.63
2079 17986 2114.55
2080 17769 862.249
2081 1155 115.636
2082 16545 1681.59
2083 2243 478.323
2084 8117 1221.53
2086 13992 1327.76
2087 8688 459.864
2088 16894 2416.6
2089 6952 2621.37
2089 9676 320.909
2090 18041 673.088
2090 17918 73.392
2091 7825 33.873
2092 15250 420.039
2093 6115 23.649
2094 975 350.209
2095 13818 1624.5
2096 2781 212.751
2098 8669 387.494
2099 18458 1957.25
2101 6953 46.705
2102 3204 711.256
2103 7643 534.944
2105 4026 1291.14
2106 16243 3192.02
2107 2396 446.655
2108 11749 630.677
2109 17176 40.238
2110 7953 1106.72
2112 11698 2.932
2113 132 593.204
2114 6520 8298.51
2115 1857 1365.68
2116 13344 80.639
2117 12010 1465.66
2118 16596 663.251
2119 5329 659.927
2119 6026 383.308
2120 4685 6865.22
2121 12536 309.393
2122 10838 202.92
2122 16742 377.58
2123 3858 111.25
2124 8851 10.357
2125 10429 325.108
2126 15771 2105.83
2127 13191 476.092
2128 6910 616.01
2129 9713 816.554
2130 4952 13.407
2130 10284 487.036
2131 15948 1142.45
2132 6783 569.844
2134 10245 1071.74
2135 11421 481.426
2136 6773 88.889
2136 4752 15.425
2137 15648 49.705
2138 17362 3496.03
2139 5765 67.392
2139 15603 67.913
2140 12383 425.172
2141 13529 5656.19
2142 18609 8041.78
2143 6808 6570.88
2144 18091 785.447
2145 9588 1649.83
2146 9399 1101.15
2146 18056 254.15
2148 18589 201.133
2149 6475 3574.85
2150 6308 200.858
2150 5330 183.416
2153 13089 9843.06
2154 10743 2305.58
2156 12875 373.641
2156 14849 563.495
2157 2257 500.482
2158 10810 1415.09
2159 6018 2016.74
2159 10335 364.853
2160 1140 3083.43
2161 14526 501.822
2162 16957 31.615
2163 584 25.59
2163 13197 496.241
2163 1714 1150.95
2164 10834 1101.67
2165 17726 4340.93
2166 15955 360.483
2168 2641 197.551
2168 11780 26.92
2169 17770 8457.78
2170 5965 56.874
2171 18671 6514.12
2172 2769 777.145
2173 12027 4.612
2173 6626 71.484
2174 7632 422.317
2176 9763 339.514
2177 9202 2968.51
2178 15697 1208.7
2179 6830 2587.05
2180 9478 1743.18
2181 17460 302.136
2182 13408 2627.44
2183 14877 2234.21
2184 12621 420.289
2184 11104 536.948
2185 13201 3224.59
2186 18573 1554.78
2187 6743 4661.09
2188 10772 949.465
2189 13111 331.189
2190 4479 161.089
2191 1773 3358.41
2192 10046 4436.79
2193 9148 317.728
2194 9128 109.654
2195 8989 609.192
2196 18085 16.449
2197 17734 376.258
2198 88 3741.51
2199 13657 386.909
2200 18097 39.168
2201 14662 422.081
2202 16209 10.618
2203 16952 1867.3
2204 1210 2051.7
2205 17187 4101
2207 2458 3715.92
2208 448 3706.64
2209 621 1252.88
2210 15034 495.087
2211 7201 3163.66
2212 3665 170.285
2213 4295 26.763
2214 5427 3520.37
2215 4316 1744.56
2215 8126 92.19
2216 2493 625.531
2217 15877 691.477
2217 10683 214.705
2218 3942 128.888
2218 16598 7.294
2219 11909 47.86
2220 11608 2246.61
2221 7241 400.765
2222 139 3223.47
2223 5590 435.152
2223 2656 469.942
2224 7173 51.025
2225 10851 662.51
2228 5603 388.218
2229 1477 86.216
2230 18741 373.658
2231 11706 605.922
2231 10964 225.456
2231 13750 592.697
2232 9068 417.329
2233 381 316.732
2234 2734 6951
2235 2628 2248.27
2236 15742 55.019
2236 14975 691
2237 12808 976.005
2238 1875 152.454
2239 16599 121.824
2241 18143 654.867
2243 8854 37.622
2244 15623 84.362
2245 13988 340.521
2246 6394 106.878
2246 14233 61.963
2247 2257 1033.18
2248 13228 2296.25
2249 100 85.42
2250 11252 4308.58
2252 10894 199.798
2253 12925 76.573
2254 6136 1506.52
2255 10128 197.715
2256 5665 1583.89
2257 9248 301.687
2258 8032 79.257
2259 7185 274.571
2260 2057 549.581
2261 16086 116.959
2262 527 1584.83
2263 11985 26.2
2263 13123 2.505
2264 15052 664.378
2265 16906 393.528
2267 11984 31.259
2267 16242 499.703
2268 17771 3267.14
2269 11290 192.299
2270 1965 7543.72
2271 16079 58.123
2272 13093 219.034
2274 15114 3503.2
2276 4150 2869.16
2277 4877 201.703
2278 13054 291.515
2279 8356 473.429
2280 8174 9077.9
2281 14864 2664.88
2282 9412 678.881
2283 12414 4599.51
2284 12017 3314.54
2285 11889 310.012
2286 800 350.502
2287 4209 410.574
2288 7005 128.517
2289 18333 4018.99
2290 384 151.307
2292 11360 600.955
2293 15221 3451.08
2294 7614 1196.15
2295 7241 120.81
2296 3393 1523.76
2298 12140 694.426
2299 4182 111.346
2299 11353 758.409
2300 6806 2.268
2300 10453 81.437
2301 13817 750.414
2302 3557 2546.71
2303 10127 4544.36
2304 7299 85.357
2305 13333 81.779
2306 3916 610.568
2307 15189 1118.52
2308 473 99.357
2309 5568 595.708
2310 6939 774.234
2311 17350 4063.48
2312 8817 1069.62
2313 5115 327.562
2313 14148 196.922
2315 17233 1317.75
2316 15017 8292.16
2317 17913 41.565
2318 15946 471.493
2319 17011 174.426
2319 2922 79.829
2320 13044 206.144
2322 11063 3102.68
2323 15639 1318.61
2324 17698 1631.06
2325 2725 22.919
2326 823 1223.85
2327 10156 25.818
2327 11366 13.279
2328 10523 80.405
2329 12870 75.602
2330 5012 334.166
2331 10344 98.038
2332 15456 125.633
2333 12630 1833.59
2334 15184 796.247
2335 6478 175.6
2336 9287 7023.71
2337 18762 2263.48
2338 15554 1635.91
2338 17039 2319.08
2339 2159 4003.38
2341 2577 325.05
2342 11210 974.707
2344 3150 1236.26
2346 5368 1618.95
2347 15490 656.139
2348 9633 849.954
2349 3680 1364.13
2350 11536 1286.73
2351 9663 934.07
2352 10073 2374.04
2353 13576 1043.61
2354 11288 3798.61
2355 9128 188.365
2356 3173 3744.81
2357 5372 312.518
2358 17437 124.234
2359 10666 163.457
2360 8522 179.491
2361 2533 553.25
2362 10202 895.874
2363 1136 10.442
2363 17454 35.301
2364 12605 5.491
2365 15484 2931.29
2366 15861 238.016
2367 5044 2430.3
2368 5235 5944.06
2369 10635 92.128
2370 5658 538.5
2372 370 248.567
2373 4276 709.938
2374 7653 2878.36
2375 10147 422.468
2376 16151 534.796
2378 4534 409.144
2378 10633 1319.68
2379 16089 288.402
2380 13169 3635.32
2381 9447 690.319
2382 17115 239.39
2383 7829 574.441
2384 8800 7284.05
2386 10541 822.058
2387 6808 237.747
2389 17638 57.713
2390 13759 1459.36
2392 18219 121.629
2393 9149 7544.29
2394 10233 52.254
2395 2661 4043.02
2396 8279 1256.95
2397 11694 1525.86
2398 4316 21.829
2399 6658 207.043
2400 9381 238.419
2400 5896 12.619
2401 12932 780.995
2402 1820 373.434
2402 11281 333.012
2403 6873 1955.01
2404 7420 421.297
2405 16822 1388.88
2406 14302 36.991
2407 15077 2191.43
2408 6705 355.665
2409 9126 180.541
2410 5698 39.273
2410 4167 645
2411 15040 1466.55
2412 10850 743.691
2413 2538 370.123
2414 3029 499.132
2415 10743 43.117
2416 4562 317.149
2417 8111 5918.24
2419 10632 699.91
2420 10290 5851.41
2421 2140 3.966
2422 17547 553.272
2423 11753 3826.02
2424 15565 1757.47
2425 7938 14.529
2426 2232 1032.83
2427 14161 1072.69
2428 17174 960.542
2429 18643 520.028
2430 5223 929.537
2431 11348 1541.05
2432 1465 2586.07
2433 17790 713.756
2434 13160 337.701
2435 10635 7762.5
2436 3102 150.903
2437 1885 1777.26
2438 9527 2191.9
2439 779 624.097
2440 6248 1788.45
2441 13416 1020.34
2442 18646 5.387
2443 6995 283.537
2443 16792 116.972
2444 3875 102.702
2445 10743 82.011
2447 3435 190.057
2448 3494 1145.68
2449 1651 13.038
2449 265 92.588
2450 11852 247.315
2450 9960 38.017
2451 14360 1174.58
2452 12979 57.702
2453 4617 3212.83
2454 5769 133.672
2455 1245 7429.13
2456 12050 1047.63
2457 10289 100.951
2458 17045 75.586
2458 17486 22.899
2458 12693 73.026
2459 184 114.371
2460 12921 1218.56
2461 12756 24.851
2461 16397 169.59
2461 15845 48.186
2462 4319 5313.18
2463 17500 4777.94
2464 394 2944.13
2465 4886 140.022
2466 10276 353.172
2467 18297 1517.79
2468 556 1362.01
2468 17492 1298.22
2469 12143 3455.69
2470 17628 2575.29
2471 520 598.053
2472 10884 19.812
2473 17494 439.219
2474 10943 3761.39
2475 14754 1828.5
2476 1083 138.675
2477 10816 8866.05
2478 13356 1348.72
2479 7899 4547.93
2480 16897 2225.85
2481 10385 3987.03
2482 12521 8362.14
2483 2681 432.611
2484 2582 479.249
2484 4518 25.521
2485 4403 971.816
2486 7743 225.882
2487 13706 627.868
2487 13595 507.528
2488 9424 7211.35
2489 766 16.268
2490 3523 1267.08
2492 2139 1964.35
2493 1565 399.752
2494 4713 34.751
2495 1640 239.675
